genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,title_norm
[99],248881,en,Mann v. Ford,0.6,2011-06-03,Mann v. Ford,7.0,1,2011,mann v ford
[99],238959,en,Bob Ross: The Happy Painter,0.6,2011-12-03,Bob Ross: The Happy Painter,7.0,3,2011,bob ross the happy painter
"[99, 18]",238067,en,Wrestling For Jesus: The Tale of T-Money,0.6,2011-01-01,Wrestling For Jesus: The Tale of T-Money,7.0,1,2011,wrestling for jesus the tale of tmoney
[18],225312,en,Pivot Point,0.6,2011-11-25,Pivot Point,7.0,2,2011,pivot point
[],219686,en,Creedence Clearwater Revival - The Royal Albert Hall Concert 1970,0.6,2011-01-19,Creedence Clearwater Revival - The Royal Albert Hall Concert 1970,7.0,1,2011,creedence clearwater revival the royal albert hall concert 1970
"[18, 10751]",211620,en,Caught,0.6,2011-06-03,Caught,7.0,1,2011,caught
[99],211616,en,Kaziah the Goat Woman,0.6,2011-10-15,Kaziah the Goat Woman,7.0,1,2011,kaziah the goat woman
"[35, 18]",211439,en,Tarantula Moonrocket,0.6,2011-10-19,Tarantula Moonrocket,7.0,1,2011,tarantula moonrocket
[35],211401,en,Rideshare,0.6,2011-01-01,Rideshare,7.0,1,2011,rideshare
"[16, 10751, 35]",209913,en,Carrot Crazy,0.6,2011-08-14,Carrot Crazy,7.0,3,2011,carrot crazy
[],196894,en,Spoiler,0.6,2011-05-24,Spoiler,7.0,2,2011,spoiler
[],187815,en,Soldiers of Paint,0.6,2011-01-01,Soldiers of Paint,7.0,1,2011,soldiers of paint
[99],185335,en,Erasing Hate,0.6,2011-06-26,Erasing Hate,7.0,2,2011,erasing hate
[10402],173939,en,Robben Ford Trio: New Morning - The Paris Concert Revisted,0.6,2011-02-22,Robben Ford Trio: New Morning - The Paris Concert Revisted,7.0,1,2011,robben ford trio new morning the paris concert revisted
[],159186,en,Just Like Us,0.6,2011-10-06,Just Like Us,7.0,2,2011,just like us
[27],147272,en,Bunker Of Blood,0.6,2011-04-01,Bunker Of Blood,7.0,1,2011,bunker of blood
"[80, 18]",132131,en,Joy Road,0.6,2011-10-21,Joy Road,7.0,1,2011,joy road
[],131659,en,In Sickness,0.6,2011-01-01,In Sickness,7.0,1,2011,in sickness
[99],121077,en,Eat The Sun,0.6,2011-05-11,Eat The Sun,7.0,1,2011,eat the sun
[99],119038,en,Troubadours,0.6,2011-01-22,Troubadours,7.0,1,2011,troubadours
[99],118405,en,Family Portrait in Black and White,0.6,2011-01-21,Family Portrait in Black and White,7.0,1,2011,family portrait in black and white
[99],113374,en,Kissinger,0.6,2011-01-01,Kissinger,7.0,1,2011,kissinger
[],112441,en,Good Look,0.6,2011-09-16,Good Look,7.0,1,2011,good look
[10402],96802,en,Harry Connick Jr.: In Concert on Broadway,0.6,2011-03-01,Harry Connick Jr.: In Concert on Broadway,7.0,1,2011,harry connick jr in concert on broadway
[18],81644,en,Letters from the Big Man,0.6,2011-11-11,Letters from the Big Man,7.0,2,2011,letters from the big man
[99],75446,en,Carbon Nation,0.6,2011-02-11,Carbon Nation,7.0,2,2011,carbon nation
"[12, 99]",72301,en,Stepping Into the Fire,0.6,2011-03-31,Stepping Into the Fire,7.0,1,2011,stepping into the fire
[99],68011,en,Ayn Rand: In Her Own Words,0.6,2011-04-05,Ayn Rand: In Her Own Words,7.0,1,2011,ayn rand in her own words
[99],163429,en,180,0.6,2011-09-26,180,6.8,3,2011,180
[99],82646,en,Tim Tebow: Everything In Between,0.6,2011-11-08,Tim Tebow: Everything In Between,6.8,3,2011,tim tebow everything in between
[10402],68246,en,Eddie Vedder - Water On The Road,0.6,2011-05-30,Eddie Vedder - Water On The Road,6.8,3,2011,eddie vedder water on the road
"[10770, 35, 10751, 18]",68049,en,Vacation with Derek,0.6,2011-03-06,Vacation with Derek,6.8,6,2011,vacation with derek
[99],66779,en,The Lord is Not On Trial Here Today,0.6,2011-03-19,The Lord is Not On Trial Here Today,6.8,3,2011,the lord is not on trial here today
[10402],308779,en,Neal Morse: Testimony Two - Live in Los Angeles,0.6,2011-09-12,Neal Morse: Testimony Two - Live in Los Angeles,6.8,2,2011,neal morse testimony two live in los angeles
[99],84553,en,Semper Fi: Always Faithful,0.6,2011-04-21,Semper Fi: Always Faithful,6.7,3,2011,semper fi always faithful
"[14, 18, 878]",83934,en,You Are Here,0.6,2011-03-05,You Are Here,6.7,4,2011,you are here
"[99, 10402]",47755,en,Strange Powers: Stephin Merritt and the Magnetic Fields,0.6,2011-10-27,Strange Powers: Stephin Merritt and the Magnetic Fields,6.7,6,2011,strange powers stephin merritt and the magnetic fields
[10402],100454,es,MTV Unplugged: Los Tigres del Norte and Friends,0.6,2011-05-24,MTV Unplugged: Los Tigres del Norte and Friends,6.6,4,2011,mtv unplugged los tigres del norte and friends
[],277548,en,The Curve of Forgotten Things,0.6,2011-02-08,The Curve of Forgotten Things,6.6,5,2011,the curve of forgotten things
"[28, 80, 18, 53]",72003,en,The Dark Knight,0.6,2011-07-11,The Dark Knight,6.6,5,2011,the dark knight
[35],515773,en,Star Wars Spoofs,0.6,2011-01-01,Star Wars Spoofs,6.5,2,2011,star wars spoofs
[99],382122,en,Jerusalem on a Plate,0.6,2011-12-20,Jerusalem on a Plate,6.5,2,2011,jerusalem on a plate
[],292790,en,Exploring The Tree of Life,0.6,2011-10-11,Exploring The Tree of Life,6.5,2,2011,exploring the tree of life
[18],260614,en,Spinning,0.6,2011-04-30,Spinning,6.5,1,2011,spinning
[99],212193,en,Zombies: A Living History,0.6,2011-10-25,Zombies: A Living History,6.5,2,2011,zombies a living history
"[16, 10751]",195698,en,Prep & Landing: Tiny's Big Adventure,0.6,2011-11-22,Prep & Landing: Tiny's Big Adventure,6.5,4,2011,prep landing tinys big adventure
"[18, 10749]",190667,en,The Ghosts,0.6,2011-01-25,The Ghosts,6.5,2,2011,the ghosts
[],181045,en,Flawed,0.6,2011-08-23,Flawed,6.5,2,2011,flawed
[99],172336,en,Back To Eden,0.6,2011-08-21,Back To Eden,6.5,3,2011,back to eden
[99],171376,en,Azorian: The Raising of the K-129,0.6,2011-02-08,Azorian: The Raising of the K-129,6.5,2,2011,azorian the raising of the k129
"[99, 16]",139712,en,Marx Reloaded,0.6,2011-01-01,Marx Reloaded,6.5,4,2011,marx reloaded
"[99, 10402]",138061,en,American Juggalo,0.6,2011-09-25,American Juggalo,6.5,6,2011,american juggalo
"[27, 10402, 80]",137562,en,Mr. Bricks: A Heavy Metal Murder Musical,0.6,2011-01-01,Mr. Bricks: A Heavy Metal Murder Musical,6.5,1,2011,mr bricks a heavy metal murder musical
[99],137008,en,small roads,0.6,2011-09-03,small roads,6.5,4,2011,small roads
[18],133108,en,Money Matters,0.6,2011-11-15,Money Matters,6.5,2,2011,money matters
[99],120459,en,Gone: The Disappearance of Aeryn Gillern,0.6,2011-01-01,Gone: The Disappearance of Aeryn Gillern,6.5,2,2011,gone the disappearance of aeryn gillern
[18],108360,en,Dance Town,0.6,2011-03-13,Dance Town,6.5,1,2011,dance town
[99],92237,en,Thorium Remix,0.6,2011-10-01,Thorium Remix,6.5,3,2011,thorium remix
"[35, 28]",89312,en,Cost of Living,0.6,2011-09-22,Cost of Living,6.5,6,2011,cost of living
[10402],82117,en,Placebo: We Come In Pieces,0.6,2011-11-01,Placebo: We Come In Pieces,6.5,3,2011,placebo we come in pieces
[35],81378,en,Carlos Mencia: New Territory,0.6,2011-12-04,Carlos Mencia: New Territory,6.5,1,2011,carlos mencia new territory
[99],75757,en,America The Beautiful 2: The Thin Commandments,0.6,2011-10-12,America The Beautiful 2: The Thin Commandments,6.5,2,2011,america the beautiful 2 the thin commandments
[99],71621,de,Plug & Pray,0.6,2011-05-27,Plug & Pray,6.5,1,2011,plug pray
[99],70869,en,Rejoice and Shout,0.6,2011-06-03,Rejoice and Shout,6.5,2,2011,rejoice and shout
[878],65691,de,Clear Skies 3,0.6,2011-05-29,Clear Skies 3,6.5,4,2011,clear skies 3
[99],47750,en,The Legend of Pale Male,0.6,2011-11-24,The Legend of Pale Male,6.5,1,2011,the legend of pale male
"[16, 35]",130758,en,Angry Birds: Wreck the Halls,0.6,2011-12-17,Angry Birds: Wreck the Halls,6.4,5,2011,angry birds wreck the halls
[99],124991,en,上访,0.6,2011-01-14,Petition,6.4,4,2011,petition
[18],85028,en,Without,0.6,2011-10-01,Without,6.3,3,2011,without
[],81798,en,Pioneer,0.6,2011-04-11,Pioneer,6.3,3,2011,pioneer
[35],95642,en,Bad Actress,0.6,2011-03-06,Bad Actress,6.3,2,2011,bad actress
[18],91311,en,The Trouble with the Truth,0.6,2011-10-21,The Trouble with the Truth,6.3,4,2011,the trouble with the truth
"[28, 37]",61794,en,Goodnight for Justice,0.6,2011-01-29,Goodnight for Justice,6.3,2,2011,goodnight for justice
[53],347090,en,Morning Love,0.6,2011-12-11,Morning Love,6.2,5,2011,morning love
[10402],100875,en,Katy Perry: Rock in Rio 2011,0.6,2011-09-23,Katy Perry: Rock in Rio 2011,6.2,3,2011,katy perry rock in rio 2011
[18],81658,fr,Le Vendeur,0.6,2011-01-21,The Salesman,6.2,3,2011,the salesman
"[18, 99, 36]",72845,en,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",0.6,2011-09-23,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",6.1,7,2011,the man nobody knew in search of my father cia spymaster william colby
[],584615,en,Flame On,0.6,2011-02-28,Flame On,6.0,1,2011,flame on
"[36, 99]",557126,en,Dinosaur Wars,0.6,2011-01-17,Dinosaur Wars,6.0,1,2011,dinosaur wars
[],520224,en,A Trick of the Light,0.6,2011-04-28,A Trick of the Light,6.0,1,2011,a trick of the light
[],503210,en,Return to Jurassic Park,0.6,2011-02-05,Return to Jurassic Park,6.0,6,2011,return to jurassic park
[99],488783,en,Me Facing Life: Cyntoia's Story,0.6,2011-03-01,Me Facing Life: Cyntoia's Story,6.0,2,2011,me facing life cyntoias story
[99],472721,en,Dams: The Lethal Water Bombs,0.6,2011-06-25,Dams: The Lethal Water Bombs,6.0,1,2011,dams the lethal water bombs
[],465743,en,Don Cheadle Is Captain Planet,0.6,2011-09-01,Don Cheadle Is Captain Planet,6.0,2,2011,don cheadle is captain planet
[99],436664,fr,BluScenes: Flowering Gardens,0.6,2011-12-06,BluScenes: Flowering Gardens,6.0,1,2011,bluscenes flowering gardens
[27],436118,en,T is for Talk,0.6,2011-08-14,T is for Talk,6.0,1,2011,t is for talk
[35],431238,en,Buffet,0.6,2011-05-21,Buffet,6.0,1,2011,buffet
[27],429537,en,Raven's Hollow,0.6,2011-06-15,Raven's Hollow,6.0,2,2011,ravens hollow
[18],416634,en,The Argument,0.6,2011-01-01,The Argument,6.0,1,2011,the argument
[],410675,en,Virgin Eyes,0.6,2011-11-23,Virgin Eyes,6.0,1,2011,virgin eyes
[99],410536,en,The Universe: Crash Landing on Mars,0.6,2011-01-01,The Universe: Crash Landing on Mars,6.0,1,2011,the universe crash landing on mars
[99],393760,en,North Korean Film Madness,0.6,2011-04-20,North Korean Film Madness,6.0,1,2011,north korean film madness
[99],379773,en,Born Schizophrenic: January's Story,0.6,2014-05-27,Born Schizophrenic: January's Story,6.0,1,2014,born schizophrenic januarys story
"[10402, 35, 28, 878, 18, 27]",359348,en,The Worst Movie Ever!,0.6,2011-07-08,The Worst Movie Ever!,6.0,3,2011,the worst movie ever
"[35, 18]",352790,en,My Little Friend,0.6,2011-03-03,My Little Friend,6.0,1,2011,my little friend
[18],352724,en,Somefarwhere,0.6,2011-10-12,Somefarwhere,6.0,2,2011,somefarwhere
[99],337818,en,A Good Man,0.6,2011-04-20,A Good Man,6.0,1,2011,a good man
"[18, 10751]",329677,xx,The D Train,0.6,2011-01-01,The D Train,6.0,2,2011,the d train
[],325266,en,L Train,0.6,2011-10-10,L Train,6.0,1,2011,l train
"[27, 99]",322682,en,The Houses October Built,0.6,2011-11-19,The Houses October Built,6.0,6,2011,the houses october built
[],322503,en,Elements,0.6,2011-01-01,Elements,6.0,1,2011,elements
"[35, 14, 18]",307378,en,"My Friend, Oscar.",0.6,2011-10-16,"My Friend, Oscar.",6.0,1,2011,my friend oscar
"[99, 36]",305003,en,Titanic Arrogance,0.6,2011-12-30,Titanic Arrogance,6.0,1,2011,titanic arrogance
[35],301021,en,Kira Soltanovich: Here Comes Trouble,0.6,2011-01-01,Kira Soltanovich: Here Comes Trouble,6.0,1,2011,kira soltanovich here comes trouble
"[27, 18]",300608,en,Exit,0.6,2011-09-24,Exit,6.0,1,2011,exit
"[35, 27]",296273,en,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,0.6,2011-04-06,When Harry Met Sally 2 with Billy Crystal and Helen Mirren,6.0,3,2011,when harry met sally 2 with billy crystal and helen mirren
[18],292155,es,Salar,0.6,2011-01-01,Salar,6.0,1,2011,salar
[18],288905,es,Los viejos,0.6,2011-10-08,Los viejos,6.0,1,2011,los viejos
[99],281253,en,My America,0.6,2011-01-01,My America,6.0,1,2011,my america
[53],278496,en,Claustrophobia,0.6,2011-02-01,Claustrophobia,6.0,1,2011,claustrophobia
"[80, 18]",276383,en,Second-Story Man,0.6,2011-03-05,Second-Story Man,6.0,1,2011,secondstory man
[],273298,en,"Go, Diego, Go!: Diego Saves the World",0.6,2011-06-01,"Go, Diego, Go!: Diego Saves the World",6.0,1,2011,go diego go diego saves the world
[],273144,en,Dora the Explorer: Dora and The Three Little Pigs,0.6,2011-06-01,Dora the Explorer: Dora and The Three Little Pigs,6.0,1,2011,dora the explorer dora and the three little pigs
[],273131,en,"Go, Diego, Go!: It's a Bug's World",0.6,2011-06-01,"Go, Diego, Go!: It's a Bug's World",6.0,1,2011,go diego go its a bugs world
[],273121,en,Angelina Ballerina: Ballet Dreams,0.6,2011-05-31,Angelina Ballerina: Ballet Dreams,6.0,1,2011,angelina ballerina ballet dreams
"[99, 10751]",270812,en,My Life as a Turkey,0.6,2011-11-16,My Life as a Turkey,6.0,1,2011,my life as a turkey
[27],258855,en,Take This Lollipop,0.6,2011-10-14,Take This Lollipop,6.0,3,2011,take this lollipop
[35],258267,en,Running Mates,0.6,2011-06-09,Running Mates,6.0,1,2011,running mates
[99],256922,en,In a Town This Size,0.6,2011-03-09,In a Town This Size,6.0,1,2011,in a town this size
"[18, 27, 9648]",251183,en,Fortune Cookie Prophecies,0.6,2011-02-01,Fortune Cookie Prophecies,6.0,3,2011,fortune cookie prophecies
[16],239729,en,Preferably Blue,0.6,2011-03-13,Preferably Blue,6.0,1,2011,preferably blue
[18],232036,en,The Pledge,0.6,2011-08-01,The Pledge,6.0,1,2011,the pledge
"[99, 16]",227215,en,Dinosaur Revolution,0.6,2011-09-13,Dinosaur Revolution,6.0,1,2011,dinosaur revolution
"[27, 53]",223974,tl,Yanggaw,0.6,2011-04-13,Affliction,6.0,2,2011,affliction
[],214873,en,Harland Williams: A Force of Nature,0.6,2011-04-01,Harland Williams: A Force of Nature,6.0,1,2011,harland williams a force of nature
[27],211618,en,Fractured Minds,0.6,2011-02-10,Fractured Minds,6.0,1,2011,fractured minds
[35],211020,en,Elijah Tindall: The Great Hit,0.6,2011-11-04,Elijah Tindall: The Great Hit,6.0,1,2011,elijah tindall the great hit
[99],210926,en,Boys of Bonneville,0.6,2011-04-13,Boys of Bonneville,6.0,1,2011,boys of bonneville
"[35, 18]",210729,en,33 Teeth,0.6,2011-09-22,33 Teeth,6.0,2,2011,33 teeth
"[35, 18]",210545,en,God's Land,0.6,2011-10-28,God's Land,6.0,1,2011,gods land
"[99, 35, 18]",209710,en,The Mayor,0.6,2011-11-12,The Mayor,6.0,1,2011,the mayor
[18],201284,en,From the Head,0.6,2011-06-24,From the Head,6.0,1,2011,from the head
[],185712,pt,Footprints,0.6,2011-09-01,Footprints,6.0,1,2011,footprints
[],178514,en,Dame Factory Inc.,0.6,2011-06-03,Dame Factory Inc.,6.0,2,2011,dame factory inc
[],173273,en,The Earth Rejects Him,0.6,2011-10-14,The Earth Rejects Him,6.0,1,2011,the earth rejects him
[],167271,it,Guitar Artistry of - Guy Davis Teller of Tales,0.6,2011-05-09,Guitar Artistry of - Guy Davis Teller of Tales,6.0,1,2011,guitar artistry of guy davis teller of tales
[10402],164168,it,Bob James  KeikoMatsui   Altair & Vega,0.6,2011-09-26,Bob James  KeikoMatsui   Altair & Vega,6.0,1,2011,bob james keikomatsui altair vega
[],157127,en,Love Beyond the Grave: A Look at 'Return of the Living Dead 3',0.6,2011-10-18,Love Beyond the Grave: A Look at 'Return of the Living Dead 3',6.0,1,2011,love beyond the grave a look at return of the living dead 3
[],154766,en,"Aaron Burr, Part 2",0.6,2011-05-14,"Aaron Burr, Part 2",6.0,1,2011,aaron burr part 2
[],138080,en,Dove,0.6,2011-11-12,Dove,6.0,1,2011,dove
[],137365,en,Butterfinger the 13th,0.6,2011-10-13,Butterfinger the 13th,6.0,1,2011,butterfinger the 13th
[878],135685,en,Payload,0.6,2011-06-21,Payload,6.0,2,2011,payload
[],135476,en,Sick Day,0.6,2011-10-31,Sick Day,6.0,1,2011,sick day
[99],132912,en,The Price of Sex,0.6,2011-04-09,The Price of Sex,6.0,4,2011,the price of sex
[],132687,en,Downing,0.6,2011-08-12,Downing,6.0,1,2011,downing
[],130979,en,Dragonboy,0.6,2011-01-01,Dragonboy,6.0,3,2011,dragonboy
[],128544,en,Running Inside Out,0.6,2011-12-01,Running Inside Out,6.0,1,2011,running inside out
"[35, 27, 18]",123602,en,Zombie in a Penguin Suit,0.6,2011-10-14,Zombie in a Penguin Suit,6.0,3,2011,zombie in a penguin suit
"[18, 99]",122140,en,Mama Africa,0.6,2011-02-12,Mama Africa,6.0,1,2011,mama africa
"[35, 18]",121839,en,Turning Point,0.6,2011-07-01,Turning Point,6.0,1,2011,turning point
[35],118094,en,"Debra Digiovanni: Single, Awkward, Female",0.6,2011-12-14,"Debra Digiovanni: Single, Awkward, Female",6.0,2,2011,debra digiovanni single awkward female
"[27, 53, 99]",116732,en,Absent,0.6,2011-09-05,Absent,6.0,1,2011,absent
[10402],107606,en,Lang Lang: Liszt Now,0.6,2011-12-20,Lang Lang: Liszt Now,6.0,1,2011,lang lang liszt now
[18],105542,en,Matière Grise,0.6,2011-04-21,Grey Matter,6.0,2,2011,grey matter
"[10749, 35]",85307,en,LBW (Life Before Wedding),0.6,2011-02-18,LBW (Life Before Wedding),6.0,1,2011,lbw
[35],80048,en,Rid Of Me,0.6,2011-11-18,Rid Of Me,6.0,5,2011,rid of me
"[80, 18]",80039,en,Determinism,0.6,2011-12-05,Determinism,6.0,2,2011,determinism
[99],75672,fr,Un Homme : Robert Faurisson,0.6,2011-10-01,Un Homme : Robert Faurisson,6.0,1,2011,un homme robert faurisson
"[18, 53]",69612,ta,முரண்,0.6,2011-09-16,Muran,6.0,1,2011,muran
[99],68197,en,Chasing Madoff,0.6,2011-08-26,Chasing Madoff,6.0,5,2011,chasing madoff
"[99, 18]",65289,en,A Nightmare in Las Cruces,0.6,2011-05-05,A Nightmare in Las Cruces,6.0,1,2011,a nightmare in las cruces
[99],62078,en,Square Grouper,0.6,2011-04-15,Square Grouper,6.0,5,2011,square grouper
[99],56740,en,Guns and Weed: The Road To Freedom,0.6,2011-03-22,Guns and Weed: The Road To Freedom,6.0,1,2011,guns and weed the road to freedom
"[18, 10751]",64130,en,The Rainbow Tribe,0.6,2011-02-01,The Rainbow Tribe,5.9,5,2011,the rainbow tribe
"[14, 35]",341600,en,My Best Friend's Wedding/My Best Friend's Sweating,0.6,2011-08-03,My Best Friend's Wedding/My Best Friend's Sweating,5.9,4,2011,my best friends weddingmy best friends sweating
[99],52931,en,Aquarius: The Age of Evil,0.6,2011-09-12,Aquarius: The Age of Evil,5.9,4,2011,aquarius the age of evil
"[35, 28, 53]",268392,en,The Hooker with a Heart of Gold,0.6,2011-02-04,The Hooker with a Heart of Gold,5.8,3,2011,the hooker with a heart of gold
"[80, 18, 10770]",78556,en,The Pastor's Wife,0.6,2011-11-05,The Pastor's Wife,5.8,6,2011,the pastors wife
[35],66109,en,Wyatt Cenac: Comedy Person,0.6,2011-05-14,Wyatt Cenac: Comedy Person,5.8,3,2011,wyatt cenac comedy person
"[878, 28]",58031,en,Half-Life: Escape From City 17 - Part 2,0.6,2011-08-24,Half-Life: Escape From City 17 - Part 2,5.8,3,2011,halflife escape from city 17 part 2
[18],128499,en,Green,0.6,2011-06-22,Green,5.8,5,2011,green
[99],96064,en,The Tall Man,0.6,2011-09-08,The Tall Man,5.8,5,2011,the tall man
[99],91324,en,Holy Rollers: The True Story of Card Counting Christians,0.6,2011-06-11,Holy Rollers: The True Story of Card Counting Christians,5.8,5,2011,holy rollers the true story of card counting christians
[16],401352,es,Mi burro: esos huesos,0.6,2011-04-28,Mi burro: esos huesos,5.8,4,2011,mi burro esos huesos
[18],154082,en,The Zone,0.6,2011-03-16,The Zone,5.8,4,2011,the zone
"[35, 27]",136805,en,Dick Night,0.6,2011-01-01,Dick Night,5.8,4,2011,dick night
"[18, 10749]",78443,ru,Бездельники,0.6,2011-11-11,Bezdelniki,5.8,2,2011,bezdelniki
"[99, 36]",75760,en,American Teacher,0.6,2011-05-03,American Teacher,5.8,4,2011,american teacher
[35],81660,en,The Selling,0.6,2011-04-29,The Selling,5.7,5,2011,the selling
"[10402, 99]",73350,en,Talihina Sky: The Story of Kings of Leon,0.6,2011-06-24,Talihina Sky: The Story of Kings of Leon,5.7,8,2011,talihina sky the story of kings of leon
[99],111662,en,Chemerical,0.6,2011-09-04,Chemerical,5.7,3,2011,chemerical
[],109233,en,Keeping Up with the Randalls,0.6,2011-07-16,Keeping Up with the Randalls,5.7,6,2011,keeping up with the randalls
"[53, 18, 27]",94910,en,Magnificat,0.6,2011-12-31,Magnificat,5.7,3,2011,magnificat
[99],79458,en,The Finland Phenomenon,0.6,2011-03-24,The Finland Phenomenon,5.7,3,2011,the finland phenomenon
[18],44120,en,The Boy Next Door,0.6,2008-11-14,The Boy Next Door,5.7,6,2008,the boy next door
